Date,RegionName,Price_1bedroom,Price_2bedroom,Price_3bedroom,Price_4bedroom,Price_5BedroomOrMore,Price_SingleFamilyResidence
28/02/13,NewJersey,168500,197200,246900,354400,473500,269000
28/02/13,NewMexico,,113300,144000,211800,282400,158100
28/02/13,NewYork,139800,119600,137900,216200,315400,222700
28/02/13,NorthCarolina,93000,90100,134500,236500,303200,138000
28/02/13,NorthDakota,,162100,188400,226000,280000,181600
28/02/13,Ohio,59500,72300,106300,176800,203300,108800
28/02/13,Oklahoma,46000,52100,100500,179500,226700,95100
28/02/13,Oregon,147100,160900,196000,275800,323700,205900
28/02/13,Pennsylvania,101600,114100,143200,257800,266100,149700
28/02/13,RhodeIsland,138500,167700,208900,303400,411200,212200
28/02/13,SouthCarolina,77500,88000,131400,220200,,122100
28/02/13,SouthDakota,87000,120600,143800,165800,213800,144400
28/02/13,Tennessee,97900,84400,122800,215900,319700,114800
28/02/13,Texas,,,113700,194200,,125700
28/02/13,UnitedStates,,,,,,
28/02/13,Utah,,133500,172000,200800,255200,188300
28/02/13,Vermont,151700,174300,217200,276000,312000,205700
28/02/13,Virginia,183800,146500,188700,326400,473600,205800
28/02/13,Washington,157500,175100,225700,311200,384400,233600
28/02/13,WestVirginia,,,102000,140200,164300,89800
28/02/13,Wisconsin,87800,101600,139100,179300,212700,143100
28/02/13,Wyoming,,148200,190100,214700,262900,177900
28/02/14,Alabama,94100,70600,118100,226300,326000,117100
28/02/14,Alaska,127700,184000,262500,335100,434200,264000
28/02/14,Arizona,88900,146800,172200,240800,368100,191500
28/02/14,Arkansas,84200,82400,126500,219300,336800,107700
28/02/14,California,259700,327500,379000,483800,654100,407400
28/02/14,Colorado,141300,176000,233200,329700,396100,248200
28/02/14,Connecticut,118000,167400,232000,356800,571900,253800
28/02/14,Delaware,120200,144700,185500,289200,352700,193900
28/02/14,DistrictofColumbia,357800,450400,442700,697000,1260500,459500
28/02/14,Florida,75700,107500,156800,250600,391700,164300
28/02/14,Georgia,98700,80400,115100,212900,322300,127100
28/02/14,Hawaii,313900,375800,504100,670100,780100,606900
28/02/14,Idaho,115600,119000,149400,188600,229000,156400
28/02/14,Illinois,101000,106800,147800,249500,339300,149900
28/02/14,Indiana,59300,68700,114900,169100,199200,111100
28/02/14,Iowa,76200,91300,134800,177100,215700,116500
28/02/14,Kansas,52400,64800,116400,,,112100
28/02/14,Kentucky,78600,95200,124000,201800,240100,119500
28/02/14,Louisiana,61300,,127500,,337100,
28/02/14,Maine,151500,170900,204900,255300,326700,181000
28/02/14,Maryland,149400,170300,222800,345100,474600,249800
28/02/14,Massachusetts,219100,239300,299800,432900,604000,322600
28/02/14,Michigan,72500,82100,122200,231300,235600,103800
28/02/14,Minnesota,107700,144200,179700,237800,311200,175500
28/02/14,Mississippi,,,112300,198800,223800,108400
28/02/14,Missouri,66400,80300,128600,231400,274200,125200
28/02/14,Montana,134100,148100,185900,214100,257100,179000
28/02/14,Nebraska,71800,90600,130400,207900,180300,127000
28/02/14,Nevada,,116300,170400,229900,323900,195400
28/02/14,NewHampshire,104700,161000,221400,293500,331300,222100
28/02/14,NewJersey,175400,205900,256400,368700,493700,278200
28/02/14,NewMexico,,113400,143700,210200,280100,158400
28/02/14,NewYork,140100,120500,140200,221300,323500,227500
28/02/14,NorthCarolina,94400,91500,138100,244800,313000,142100
28/02/14,NorthDakota,,174300,203100,244800,300900,189900
28/02/14,Ohio,59800,73300,109100,183100,210000,111900
28/02/14,Oklahoma,44400,49900,101200,182500,228700,95600
28/02/14,Oregon,161300,179500,220400,304800,352800,228500
28/02/14,Pennsylvania,101700,114400,144600,263500,271500,150400
28/02/14,RhodeIsland,149800,173500,212700,314100,421200,216300
28/02/14,SouthCarolina,80600,89300,135300,225900,,124500
28/02/14,SouthDakota,90700,126200,146800,174700,234100,145600
28/02/14,Tennessee,102700,90700,126600,223000,331100,117800
28/02/14,Texas,,,121000,210400,,132700
28/02/14,UnitedStates,,,,,,
28/02/14,Utah,,150400,192900,222000,279400,210800
28/02/14,Vermont,156500,184200,226000,288500,336900,209600
28/02/14,Virginia,195000,151300,195600,339300,495900,212100
28/02/14,Washington,171500,193100,245100,338100,412400,251100
28/02/14,WestVirginia,,,103500,141800,166700,90800
28/02/14,Wisconsin,87200,102200,142400,185500,219400,145500
28/02/14,Wyoming,,148700,192300,213900,259400,180000
28/02/15,Alabama,90600,68300,119700,228400,330300,117800
28/02/15,Alaska,131500,187500,269500,345800,450200,271100
28/02/15,Arizona,93000,152700,179600,247200,373800,200300
28/02/15,Arkansas,84700,82400,127200,221700,340600,108300
28/02/15,California,282600,352300,405900,516300,688000,433000
28/02/15,Colorado,159600,198200,258200,359700,425700,273500
28/02/15,Connecticut,118300,165200,230700,354300,567500,253200
28/02/15,Delaware,126400,145400,188400,295400,354900,198400
28/02/15,DistrictofColumbia,357900,481800,486400,731500,1325800,493300
28/02/15,Florida,83400,119200,169000,264800,411400,176900
28/02/15,Georgia,111600,83800,123300,224100,338100,133700
28/02/15,Hawaii,326800,401100,536600,703300,820900,638300
28/02/15,Idaho,116600,123700,155200,196800,238200,161900
28/02/15,Illinois,107300,113600,152400,254400,347500,152700
28/02/15,Indiana,61500,71400,118000,176300,208000,115000
28/02/15,Iowa,80100,94000,138400,181400,222800,119700
28/02/15,Kansas,50000,64300,118200,,,113900
28/02/15,Kentucky,86200,98000,125500,205700,246200,121600
28/02/15,Louisiana,62900,,129400,,348000,
28/02/15,Maine,144600,172400,205000,253700,323200,182100
28/02/15,Maryland,151800,177000,229100,354800,484300,258200
28/02/15,Massachusetts,234500,251300,313900,446600,628500,334300
28/02/15,Michigan,77700,90200,130900,243900,251300,111900
28/02/15,Minnesota,115400,150900,187600,247100,322300,182200
28/02/15,Mississippi,,,113100,202400,236000,108000
28/02/15,Missouri,69900,83500,132000,239200,281300,128000
28/02/15,Montana,135100,150000,190100,218400,261500,183800
28/02/15,Nebraska,73800,93000,134600,214000,190600,130800
28/02/15,Nevada,,127900,185100,249400,343600,213100
28/02/15,NewHampshire,106600,164800,229600,306200,342400,229800
28/02/15,NewJersey,176000,210600,260300,373200,506600,284200
28/02/15,NewMexico,,112900,143700,215000,289600,161400
28/02/15,NewYork,140000,121200,141000,223900,330100,232300
28/02/15,NorthCarolina,96200,91600,140100,250000,319800,144100
28/02/15,NorthDakota,,181600,215900,257900,322900,201000
28/02/15,Ohio,62900,75000,112100,188100,216300,115000
28/02/15,Oklahoma,48800,54800,105500,189400,237200,98900
28/02/15,Oregon,174200,193300,234800,324800,373700,243600
28/02/15,Pennsylvania,103600,116400,146000,266800,276800,152300
28/02/15,RhodeIsland,148400,179400,219700,324100,429500,223000
28/02/15,SouthCarolina,77200,86200,131900,213700,,122900
28/02/15,SouthDakota,92500,131400,154400,182600,243000,153400
28/02/15,Tennessee,112400,90200,132500,230900,344900,121000
28/02/15,Texas,,,129200,226400,,140700
28/02/15,UnitedStates,,,,,,
28/02/15,Utah,,156400,200400,232700,291800,218100
28/02/15,Vermont,156600,185400,229100,290900,347600,207800
28/02/15,Virginia,199900,154600,201200,346500,506500,217500
28/02/15,Washington,183000,207000,260800,356200,437200,266800
28/02/15,WestVirginia,,,107600,148300,174100,94000
28/02/15,Wisconsin,91000,107500,146100,190000,224300,149400
28/02/15,Wyoming,,154600,200300,219800,268000,185100
28/02/17,Alabama,89800,73100,125800,238000,346400,124000
28/02/17,Alaska,128200,190700,277400,349900,462900,279900
28/02/17,Arizona,109700,175600,211700,276000,398800,230200
28/02/17,Arkansas,86300,88400,136600,234600,359600,117000
28/02/17,California,340300,414400,463300,583200,759400,499400
28/02/17,Colorado,209500,259200,322000,422600,491300,338200
28/02/17,Connecticut,121300,170200,235200,359800,574500,258300
28/02/17,Delaware,130500,158900,207500,313700,371900,215900
28/02/17,DistrictofColumbia,387800,540200,584700,847800,1485000,599300
28/02/17,Florida,108100,150500,207700,305200,461500,218200
28/02/17,Georgia,136400,104700,141700,250500,376900,152800
28/02/17,Hawaii,352800,440200,605700,772500,896300,706600
28/02/17,Idaho,133500,145700,177300,224100,266600,184700
28/02/17,Illinois,123300,127300,163500,269300,365700,166300
28/02/17,Indiana,67300,74600,122800,180700,216800,120100
28/02/17,Iowa,87200,102900,148300,195400,237500,127900
28/02/17,Kansas,54200,71000,129300,,,124400
28/02/17,Kentucky,101800,109400,136800,224600,269800,133800
28/02/17,Louisiana,69400,,137800,,383800,
28/02/17,Maine,168100,191500,222700,274200,350400,200300
28/02/17,Maryland,158200,189900,246800,374600,504500,280100
28/02/17,Massachusetts,269500,283000,351400,497300,692200,375400
28/02/17,Michigan,92900,110300,150900,272700,280900,128400
28/02/17,Minnesota,133100,172100,217000,277100,353800,208900
28/02/17,Mississippi,,,118200,212600,242300,112000
28/02/17,Missouri,78700,92000,146400,266800,307700,141100
28/02/17,Montana,141200,160900,209100,231800,277500,200700
28/02/17,Nebraska,85800,107000,151500,238400,213500,146600
28/02/17,Nevada,,153100,224600,287900,376300,252100
28/02/17,NewHampshire,115600,184600,254900,338400,375300,255600
28/02/17,NewJersey,193500,221400,275800,393400,539400,305600
28/02/17,NewMexico,,117200,151000,226500,306200,173400
28/02/17,NewYork,148400,129600,151200,239800,355500,251700
28/02/17,NorthCarolina,111500,104100,154200,272800,344400,159200
28/02/17,NorthDakota,,187600,224500,263500,317300,206100
28/02/17,Ohio,70200,83800,123500,211200,239100,126500
28/02/17,Oklahoma,62000,67200,120000,206500,269700,116100
28/02/17,Oregon,226100,250100,294200,399900,454000,306700
28/02/17,Pennsylvania,114000,126400,157500,285100,297500,162600
28/02/17,RhodeIsland,169300,208100,248600,366500,482000,253400
28/02/17,SouthCarolina,92800,108100,153700,253800,,143300
28/02/17,SouthDakota,108900,146000,168800,199900,262600,168700
28/02/17,Tennessee,132400,106300,153400,258900,384300,136800
28/02/17,Texas,,,153800,253000,,164000
28/02/17,UnitedStates,,,,,,
28/02/17,Utah,,183700,231800,267300,333500,252700
28/02/17,Vermont,173300,208500,246100,314500,375600,220100
28/02/17,Virginia,205300,165800,215700,362600,531800,231800
28/02/17,Washington,238200,262200,320000,430300,531200,325600
28/02/17,WestVirginia,,,113400,154800,182100,102800
28/02/17,Wisconsin,107200,120900,161900,214500,251500,164000
28/02/17,Wyoming,,157700,206700,227900,270800,193800
28/02/97,Alabama,57800,48600,80300,149900,200200,80300
28/02/97,Arizona,60000,89800,100400,132200,192500,110800
28/02/97,Arkansas,55600,57000,79600,133500,195800,65300
28/02/97,California,91500,124200,151900,197300,260700,162900
28/02/97,Colorado,76500,101800,133100,182300,218800,138000
28/02/97,Connecticut,62000,97000,133700,199200,297800,143600
28/02/97,Delaware,80300,85800,105900,161400,184200,109800
28/02/97,Florida,44000,66200,90800,135200,200800,93200
28/02/97,Georgia,74400,65700,90500,152300,215300,95000
28/02/97,Hawaii,142700,177700,222800,283300,327800,252700
28/02/97,Idaho,73500,81600,103400,132600,156400,110400
28/02/97,Illinois,83900,92900,114200,179000,229500,118300
28/02/97,Indiana,46000,54100,80400,,129100,77300
28/02/97,Iowa,54200,59500,75800,92200,,64200
28/02/97,Kansas,,,,,,
28/02/97,Kentucky,53300,68400,85200,137500,157000,79900
28/02/97,Louisiana,,,83600,,,
28/02/97,Maine,,79900,94100,119500,142300,89600
28/02/97,Maryland,73500,89400,119900,173200,234500,133200
28/02/97,Massachusetts,83600,111000,141500,200500,258900,149500
28/02/97,Michigan,65200,77000,101800,171700,164600,85700
28/02/97,Minnesota,59800,85800,103100,132200,166200,99200
28/02/97,Mississippi,,,71100,124200,128900,65100
28/02/97,Missouri,49700,62600,92700,158200,191000,87700
28/02/97,Nebraska,53600,63800,89500,138300,110900,84500
28/02/97,Nevada,,95600,123700,158000,216600,136400
28/02/97,NewHampshire,58700,81000,106700,138500,152100,105900
28/02/97,NewJersey,82500,107100,131000,182100,219900,143500
28/02/97,NewMexico,,86200,103900,146400,183000,118700
28/02/97,NewYork,,70700,85100,,160500,
28/02/97,NorthCarolina,59200,64300,94900,160400,193100,95400
28/02/97,Ohio,51500,66500,90500,144400,156800,91000
28/02/97,Oklahoma,31500,33900,61500,106800,124100,58000
28/02/97,Oregon,86100,99600,131400,170100,192300,132000
28/02/97,Pennsylvania,58800,70300,86700,153600,145700,89600
28/02/97,RhodeIsland,73900,96400,116400,152600,189900,116400
28/02/97,SouthCarolina,63800,64800,89500,144500,,80300
28/02/97,SouthDakota,55700,76100,86300,102500,129100,86700
28/02/97,Tennessee,54300,54200,84500,148200,208100,72600
28/02/97,Texas,,,76500,131000,,82000
28/02/97,Utah,,105500,129000,144100,173500,136900
28/02/97,Vermont,,122800,133100,160800,182700,
28/02/97,Virginia,76800,77800,102500,171400,229400,113000
28/02/97,Washington,90700,109500,138900,176800,200500,141000
28/02/97,WestVirginia,,,52100,70000,75900,40100
28/02/97,Wisconsin,73900,80000,,,,
28/02/98,Alabama,60700,52100,84300,158000,216200,82900
28/02/98,Alaska,,,,,,
28/02/98,Arizona,64600,94800,106000,141700,206600,116000
28/02/98,Arkansas,57700,60700,83600,141100,214300,68300
28/02/98,California,98700,131000,159400,211700,286600,172000
28/02/98,Colorado,84300,110700,140900,191800,231100,145900
28/02/98,Connecticut,63100,100100,138300,209100,323300,149700
28/02/98,Delaware,85600,88100,108700,163400,187000,113000
28/02/98,Florida,45500,69000,95200,141800,215900,98700
28/02/98,Georgia,81900,70600,95300,159900,229000,100900
28/02/98,Hawaii,133400,168500,214700,277800,321400,245000
28/02/98,Idaho,72200,81400,105400,133900,159500,111500
28/02/98,Illinois,85000,95400,118500,183800,238500,120900
28/02/98,Indiana,47400,59000,87000,,134600,83000
28/02/98,Iowa,58000,63400,79300,96300,,67800
28/02/98,Kansas,,,,,,
28/02/98,Kentucky,56600,70700,89200,143600,165700,83800
28/02/98,Louisiana,,,88000,,,
28/02/98,Maine,,84900,101900,128500,153400,96000
28/02/98,Maryland,72800,89300,120300,175200,238000,134600
28/02/98,Massachusetts,90500,118200,149600,215000,284100,158300
28/02/98,Michigan,70300,83600,112000,186000,176800,91800
28/02/98,Minnesota,63100,90900,109200,138500,176400,105800
28/02/98,Mississippi,,,76500,135100,138200,68900
28/02/98,Missouri,53100,66800,99600,162800,202900,93600
28/02/98,Montana,71700,81000,100600,109600,129500,97100
28/02/98,Nebraska,58000,67700,94400,146400,118800,89800
28/02/98,Nevada,,98200,127300,160400,219700,140200
28/02/98,NewHampshire,60800,86300,115800,152900,171700,115000
28/02/98,NewJersey,85100,110800,135300,189300,232600,148500
28/02/98,NewMexico,,86600,105600,144500,176200,120000
28/02/98,NewYork,,71800,86600,,167300,
28/02/98,NorthCarolina,66200,69100,101900,172200,211400,103100
28/02/98,Ohio,53400,69400,94400,150400,164600,95100
28/02/98,Oklahoma,31700,34700,64600,114300,132100,61000
28/02/98,Oregon,93400,108100,138200,180500,206700,139000
28/02/98,Pennsylvania,60200,73000,89400,159600,152000,92600
28/02/98,RhodeIsland,78000,97500,118300,158300,202700,118600
28/02/98,SouthCarolina,68000,69100,94000,156600,,84400
28/02/98,SouthDakota,57700,78000,91400,111300,139300,91800
28/02/98,Tennessee,59900,57900,89800,158400,224800,77900
28/02/98,Texas,,,80500,136100,,86100
28/02/98,Utah,,110200,136400,151500,185700,144400
28/02/98,Vermont,92800,94600,114100,138900,157500,
28/02/98,Virginia,77400,79300,105900,176300,241100,116000
28/02/98,Washington,97500,117000,148400,191000,219800,149600
28/02/98,WestVirginia,,,56400,75000,81800,42000
28/02/98,Wisconsin,73400,82400,104500,130400,149700,103100
28/02/99,Alabama,65000,54400,88300,163400,226800,87100
28/02/99,Alaska,95200,119100,169400,214300,267600,176700
28/02/99,Arizona,68900,99300,111700,147700,220000,121400
28/02/99,Arkansas,58400,61700,85600,142900,222900,69600
28/02/99,California,106900,141000,170400,230800,319500,185500
28/02/99,Colorado,89800,118400,149000,204900,246700,154800
28/02/99,Connecticut,67300,104200,143900,222200,350600,155900
28/02/99,Delaware,82700,89300,111100,172400,199600,114800
28/02/99,DistrictofColumbia,,,,,,
28/02/99,Florida,47100,71400,99200,147700,226100,102700
28/02/99,Georgia,94400,75800,101600,170000,244100,108100
28/02/99,Hawaii,131400,167200,217300,280600,320800,252100
28/02/99,Idaho,73800,82300,106400,136900,165200,111500
28/02/99,Illinois,91100,98700,121500,191400,249400,124100
28/02/99,Indiana,50500,61400,89100,,141500,85000
28/02/99,Iowa,61800,68200,84800,103600,,73600
28/02/99,Kansas,,,,,,
28/02/99,Kentucky,59600,74800,93400,152500,176200,88100
28/02/99,Louisiana,,,100700,,,
28/02/99,Maine,,92900,111100,137400,165700,104600
28/02/99,Maryland,75700,91100,122300,179300,246900,137200
28/02/99,Massachusetts,100900,128800,162900,236300,312400,171800
28/02/99,Michigan,75700,89700,120900,200700,193100,100000
28/02/99,Minnesota,70300,98100,118000,148300,188600,114800
28/02/99,Mississippi,,,80700,138000,142900,72700
28/02/99,Missouri,56200,71500,105500,171700,215900,98600
28/02/99,Montana,63600,75500,101100,111600,130900,95600
28/02/99,Nebraska,62900,72800,101200,153600,127100,95300
